timestamp,open,high,low,close,volume
2025-11-20 00:00:00,91533.42,92794.96,91299.93,92429.59,2.70276
2025-11-20 04:00:00,92429.12,93102.64,91707.55,92466.21,1.64862
2025-11-20 08:00:00,92457.58,92457.58,91457.0,91997.91,0.50988
2025-11-20 12:00:00,91996.58,92360.9,89892.53,89892.53,1.17811
2025-11-20 16:00:00,89892.53,90087.81,86146.12,86801.95,12.39534
2025-11-20 20:00:00,87097.48,88348.69,86441.18,87062.01,11.54057
2025-11-21 00:00:00,86808.65,87622.16,85501.0,85888.83,5.84565
2025-11-21 04:00:00,86090.75,86465.97,84035.97,84276.29,8.5325
2025-11-21 08:00:00,84294.97,84683.78,81781.21,82507.56,4.48932
2025-11-21 12:00:00,82507.86,85500.0,80811.38,83118.16,6.60752
2025-11-21 16:00:00,82784.38,85549.67,82325.14,84389.21,2.44331
2025-11-21 20:00:00,84387.54,85517.71,83652.11,85003.21,18.79887
2025-11-22 00:00:00,85004.36,85572.35,84185.11,84609.32,2.06176
2025-11-22 04:00:00,84608.16,84795.49,83919.79,84722.86,1.28737
2025-11-22 08:00:00,84725.87,84725.87,83571.96,84122.86,0.21872
2025-11-22 12:00:00,84304.83,84729.88,83573.73,84241.8,1.61366
2025-11-22 16:00:00,84455.07,84874.64,84311.42,84545.44,0.38635
2025-11-22 20:00:00,84778.09,85251.54,84176.33,84670.71,1.09419
2025-11-23 00:00:00,84890.99,86347.0,84636.8,86259.99,2.04099
2025-11-23 04:00:00,86320.1,86860.74,85500.0,85726.66,2.87722
2025-11-23 08:00:00,85871.4,86500.0,85596.09,86130.57,0.6587
2025-11-23 12:00:00,86435.95,87198.11,86328.43,87155.48,1.41783
2025-11-23 16:00:00,87155.48,87662.43,86580.6,87314.51,1.99039
2025-11-23 20:00:00,87551.53,88141.12,86767.06,86982.78,3.36384
2025-11-24 00:00:00,86983.02,88087.04,85980.21,87487.59,3.46795
2025-11-24 04:00:00,87556.65,87785.68,86432.49,86977.5,0.91572
2025-11-24 08:00:00,86954.51,87133.94,85715.68,86475.93,1.09743
2025-11-24 12:00:00,86219.48,86719.5,85352.71,86647.74,3.03387
2025-11-24 16:00:00,86677.84,88887.96,86677.84,88608.95,5.53015
2025-11-24 20:00:00,88608.57,89239.96,88312.49,88512.08,2.35904
2025-11-25 00:00:00,88312.39,88510.85,87427.43,87960.08,1.652
2025-11-25 04:00:00,87560.1,88492.15,87361.52,87361.97,0.31969
2025-11-25 08:00:00,87598.74,87664.1,86627.54,87548.07,0.31682
2025-11-25 12:00:00,87535.49,87777.24,86212.12,87077.44,5.86783
2025-11-25 16:00:00,87077.44,88199.4,86212.12,86825.24,0.88075
2025-11-25 20:00:00,86884.15,87891.21,86580.82,87573.26,3.85891
2025-11-26 00:00:00,87331.92,88220.64,87068.61,87068.61,0.57125
2025-11-26 04:00:00,87290.03,87952.88,86915.21,87952.88,0.46766
2025-11-26 08:00:00,87990.29,87990.29,86716.78,87153.26,0.07018
2025-11-26 12:00:00,87258.0,87645.36,86354.66,87000.0,1.16633
2025-11-26 16:00:00,87157.8,90436.9,87156.97,90125.41,5.03484
2025-11-26 20:00:00,90123.36,90600.57,89480.71,90577.72,4.55179
2025-11-27 00:00:00,90574.6,91945.46,90144.7,91139.75,3.63807
2025-11-27 04:00:00,91302.59,91599.63,90910.53,91405.89,1.04941
2025-11-27 08:00:00,91346.13,91917.72,91231.35,91562.82,1.58302
2025-11-27 12:00:00,91543.06,91543.06,90490.59,91029.64,0.51341
2025-11-27 16:00:00,90890.62,91816.88,90820.97,91749.37,0.48247
2025-11-27 20:00:00,91505.04,91746.86,91192.54,91452.2,0.52822
2025-11-28 00:00:00,91268.49,91513.8,90729.47,91148.67,0.44914
2025-11-28 04:00:00,91327.01,91749.87,90910.52,90910.52,0.2104
2025-11-28 08:00:00,91188.21,91981.87,90914.7,91420.65,1.54391
2025-11-28 12:00:00,91436.51,93068.58,91387.31,92547.79,1.65797
2025-11-28 16:00:00,92546.4,92546.4,90242.93,91224.99,2.48582
2025-11-28 20:00:00,91221.17,91234.55,90729.52,90921.52,0.79573
2025-11-29 00:00:00,90804.65,91110.44,90572.1,90664.88,1.52013
2025-11-29 04:00:00,90834.85,90993.51,90368.49,90602.93,0.60373
2025-11-29 08:00:00,90670.14,90770.15,90368.32,90475.91,0.10278
2025-11-29 12:00:00,90736.61,91134.74,90482.12,90875.33,0.2202
2025-11-29 16:00:00,90888.69,91158.03,90211.71,90786.12,1.20571
2025-11-29 20:00:00,90781.72,91061.13,90335.44,90878.9,1.47607
2025-11-30 00:00:00,90868.68,91065.8,90445.28,90668.77,0.41164
2025-11-30 04:00:00,90972.99,91020.35,90631.69,91016.33,0.4639
2025-11-30 08:00:00,91018.13,91579.55,90871.98,91022.64,0.39866
2025-11-30 12:00:00,91023.61,91970.37,91023.61,91629.63,0.46169
2025-11-30 16:00:00,91352.08,91884.73,91192.54,91300.65,0.88848
2025-11-30 20:00:00,91466.78,91611.0,90419.25,90589.87,0.93211
2025-12-01 00:00:00,90368.32,90586.46,86207.82,86507.52,7.41609
2025-12-01 04:00:00,86505.56,86578.07,85678.82,86575.45,2.11249
2025-12-01 08:00:00,86579.5,86919.16,86205.53,86205.53,0.21986
2025-12-01 12:00:00,86105.8,86647.98,83876.63,84807.87,6.01973
2025-12-01 16:00:00,84502.32,85540.9,84030.65,85058.13,4.52785
